Car_ID,Battery_Health,Sensor_Error_Rate,Wiring_Condition_Score,Electronics_Remaining_Years
47,49.792227363675515,1.0,2.3667204583311143,6.122402761184145
48,,2.0,4.7042395497683005,5.203460669126427
49,28.229118131240554,5.0,2.5170186943332196,0.9905053061453595
50,60.09753789603839,1.0,6.571928691975952,9.797176368266808
51,61.89498881920272,2.0,5.234807070766243,10.0
52,79.84823955875132,3.0,6.666062208105636,7.823243526302188
53,50.95415422049053,2.0,5.740833503212301,6.150638803680386
54,87.19265367857561,2.0,8.031471929161304,9.51004169313242
55,82.27140593280103,2.0,6.359897023801587,10.0
56,38.91281954275229,2.0,5.143917275875086,8.813409664527668
57,66.17285282696876,4.0,4.286322020558477,5.061089039360474
58,,3.0,2.892386082930551,6.957868678681029
59,23.48535467270244,3.0,6.308203065637702,6.237769155340891
60,91.69193901545728,6.0,3.066263496026682,4.660536573000211
61,44.7310405963851,4.0,6.526678113850156,6.116442896907838
62,72.77412491255168,4.0,7.801757464261092,9.093601343802572
63,51.45340783882981,4.0,8.16577129980243,6.619547382366716
64,55.51645736388494,2.0,6.311024010624813,9.56619380805987
65,63.59210171160977,3.0,7.460215433703821,9.810072079673528
66,51.740698200643344,3.0,6.7282547207108365,6.3326877027182835
67,36.83596544698552,1.0,3.1257390493699426,5.307629313064297
68,33.234707592094665,2.0,7.6626286671005905,8.75794140114917
69,36.858767293063025,3.0,7.194580720373944,8.48220346372666
70,,7.0,2.142698333271657,4.4462772174829
71,45.6964747050592,3.0,2.870435049846345,6.927382598706238
72,59.82401216892199,5.0,6.350438559534997,6.780475254364021
73,21.80092182822606,6.0,2.4749547692445404,1.0464679797069107
74,35.724000822409145,4.0,4.766726909686344,4.778612752848728
75,15.688982577272196,3.0,1.9200275323704399,3.7401926777220806
76,13.533366479777753,2.0,2.682676336521453,5.9557407419979125
77,49.30743775275193,3.0,3.7575663361112626,4.461278572637471
78,83.31910691536247,2.0,7.5285202634139745,10.0
79,60.01367208009497,2.0,2.1912699167612413,6.02108807204996
80,25.1470133715147,4.0,3.343248344651568,3.5394895071472865
81,41.06552290212919,5.0,3.7205069113911375,3.679548786678814
82,45.45135504213991,1.0,6.793795786618966,4.10312444951776
83,54.244428469201566,2.0,3.4810408884193578,5.690431669517239
84,48.74786395130412,2.0,2.6517823198565815,7.248814208781283
85,58.895884419654855,,4.35270627964443,9.07574357341541
86,,2.0,6.4485318365337,7.798657401733283
87,25.942616843664023,3.0,6.043092622008267,8.270473497288524
88,50.916089963019814,1.0,8.092750677957719,10.0
89,70.2127401660907,3.0,7.343385801910237,10.0
90,75.77368232368313,3.0,5.345854725118925,8.717432060145683
91,63.40065784944991,0.0,4.854003870949203,8.052980654151803
92,43.18864426584477,5.0,5.316376384951349,6.88018539315466
93,65.73967519557583,4.0,5.015978374762663,8.805519562072227
94,77.29987600907353,3.0,6.2888964947019215,6.671649970706702
95,49.26006387124532,3.0,6.9546569237847855,7.247423275170468
96,62.72265386467824,3.0,5.429328217648149,7.610037031277554
97,79.54661149767276,2.0,8.964271312646844,10.0
98,71.69594373477318,7.0,6.471866084882889,7.705198115456303
99,22.02599846358758,7.0,5.757540858646971,1.7191057433507442
100,35.44102143769404,1.0,5.007050291103495,7.986577446234251
101,53.798182887819856,3.0,3.8500513978132633,7.108085771471466
102,56.61486780349407,2.0,3.265657381950807,8.10052753970281
103,69.44274841809431,3.0,7.2226688064380165,10.0
104,61.09421741515541,2.0,5.849690381403794,9.286518950705897
105,40.41931343558732,5.0,7.622136851073281,9.51725463625967
106,40.576187107272524,2.0,5.737934866898521,5.738182783742585
107,47.0911828104003,1.0,3.8193484731978735,8.921004534883119
108,54.160125971415866,1.0,2.7700973612529127,8.363157181163745
109,28.660276445955436,5.0,4.551926144453428,6.093674247552237
110,58.53452700311945,4.0,6.713104649675586,10.0
111,,2.0,7.593719492003085,10.0
112,42.07229469734932,4.0,4.402610833298462,6.591633898697879
113,37.218136442477146,3.0,4.010425881663896,3.379985972972057
114,32.27928861242431,8.0,7.018089076040729,3.899984276525888
115,48.29880211522238,1.0,7.5863066552057665,10.0
116,50.61857661810457,2.0,1.7812442482056179,4.385857963053606
117,65.78390037890195,4.0,6.648441335697103,8.985837347964582
118,,3.0,5.278977244338455,6.484886490950283
119,66.55241604934244,3.0,1.4546336160927664,4.058278714494341
120,73.94659319948033,1.0,3.037906919140188,6.673527823958346
121,80.8394663207848,2.0,9.141833513266672,10.0
122,47.1189284769616,3.0,7.900383379914367,7.412750767037675
123,53.54809919996756,1.0,5.019595241990165,8.105893862199832
124,62.551023752121935,5.0,4.418754101737524,3.4993426460157595
125,66.62202785902213,0.0,5.353840141190226,9.34751831214185
126,71.77758402949634,4.0,5.723246511125387,5.7630154232190804
127,22.057152145505164,3.0,8.050932395371074,6.292180234313002
128,65.22210567271561,2.0,2.610208746488193,4.901233179747841
129,70.7329778498433,5.0,4.773103712622688,8.879528668791941
130,24.85902836039385,3.0,7.967243347806291,7.281414985956923
131,82.41361988205612,4.0,5.296551059179001,7.968161699634185
132,53.666775780364084,5.0,6.379947636952405,6.767684671822876
133,23.17175153866557,3.0,2.9961726478314894,2.3675439114309142
134,66.78248565018392,2.0,7.643788413772992,9.661918404148466
135,67.8291056753073,2.0,6.51005183052559,10.0
136,70.50144107724616,2.0,6.5834898982058965,10.0
137,75.67370371446698,2.0,8.798684424616997,10.0
138,65.48367540652531,0.0,6.041268774004205,10.0
139,43.37801410433429,5.0,5.631151159150215,3.33448253645242
140,65.40193355680401,4.0,6.253283362633889,8.468308305761866
141,61.424034255051055,3.0,5.579837862892,8.066898890871743
142,67.86277654295276,,3.7549732070727653,6.832188326305391
143,26.20956752077651,4.0,6.5892512566234105,7.222179917027626
144,81.80965204336202,3.0,3.524788611315775,10.0
145,32.350408505191766,6.0,4.9922414451258526,5.571374169780685
146,74.2838500732374,3.0,2.8163206845602784,5.201369750448851
147,22.383677246292354,3.0,5.949095864557041,7.188738418971207
148,87.19596258449911,3.0,8.39771242521581,10.0
149,14.48942125911476,5.0,5.824241358551311,4.699395028643166
150,63.358876295442165,4.0,2.6460075349388674,5.337329073379214
151,37.614986529275455,3.0,6.500829126179383,5.203417560002551
152,,2.0,8.038853868399809,7.427211210674374
153,38.68294377046963,4.0,4.003327975303275,4.338061433973829
154,,2.0,5.341252025298138,10.0
155,64.76964746521445,3.0,4.37526103363185,9.40800395260555
156,38.899309372057786,3.0,4.8580130754214395,6.7873738492377065
157,56.12507701720673,2.0,2.0698157678286457,5.403072175685665
158,30.727063952405114,2.0,2.977762415072674,9.334603384559358
159,53.95464394898516,2.0,4.834778985371724,9.615671250097543
160,62.01258741108754,1.0,3.030115040157683,8.249286084954726
161,75.22239542999455,5.0,3.2975375298649507,6.895961938524179
162,42.79402357371415,2.0,5.148267661176557,6.407195301310704
163,52.27288713924803,0.0,4.649027488888474,10.0
164,74.6996097340373,3.0,6.516406037763835,10.0
165,86.57140776944759,3.0,7.651487681004852,10.0
166,66.58811536953982,2.0,6.558564498839439,10.0
167,12.853634569939153,2.0,5.973395183303415,5.6329137204933115
168,68.94598489600709,1.0,7.284138037825128,10.0
169,18.81768246271431,3.0,8.359513333934723,8.376603992136856
170,42.93965841902565,1.0,2.4306110949253195,5.943727364877446
171,30.709223819765423,3.0,3.727009201381715,4.115864463973209
172,52.20729333231742,7.0,5.141676700908139,4.8460941078894315
173,58.68208962278014,3.0,4.337989205083627,6.079036370182689
174,64.45029063399616,3.0,6.021680463123044,9.133581283731786
175,28.487201337449875,4.0,5.384888008100058,3.832358562222449
176,51.182796843754865,5.0,5.299239595685666,4.223355021712859
177,61.44604523032844,6.0,5.424155323122988,4.087583913716116
178,54.79045267483163,1.0,2.9310330736458976,6.72801530482855
179,52.93240374329159,4.0,6.782446450469955,9.622438044179619
180,44.229922413574414,2.0,5.111786275165078,10.0
181,70.82538032668019,2.0,5.63120572069682,7.660092886525036
182,84.25320598384903,2.0,3.381973100629522,9.23902269571342
183,87.49725959481684,1.0,4.091481605556112,10.0
184,42.02333050274591,5.0,1.6956451624238222,4.038218271048504
185,51.14666823372013,2.0,9.038670077237242,9.064108143229486
186,35.60333433396604,,4.920806438878405,4.7095369963868565
187,41.35956917148162,3.0,7.82244160486529,10.0
188,44.40242047981327,1.0,4.691990911159111,5.6366208583758635
189,24.99989055385591,1.0,5.98943326857194,6.2578302344386
190,32.48538990201422,4.0,5.104316274446141,4.2711130105784765
191,76.44048979629382,3.0,6.526777231913345,10.0
192,8.667959155053849,,7.8402264946006,7.394360753273148
193,28.662334078912842,1.0,6.9704644547737775,4.043438802609952
194,21.05418619749103,3.0,6.453718634263742,6.782592776689942
195,51.78352118264213,0.0,6.498707665618478,8.567606001181268
196,61.40471203946743,1.0,9.115820961393586,9.214781460547265
197,56.64183201368929,3.0,3.7129379009620553,6.858467277576338
198,16.803211231345028,2.0,2.180726879093098,4.147440327307873
199,40.66561742238057,3.0,8.69539259450326,10.0
200,63.222193411120976,1.0,7.083206893713983,10.0
201,69.5574352985846,4.0,4.423317441690237,8.112435669428006
202,20.607620608260106,5.0,3.633436652787406,1.0825123609200955
203,,4.0,2.8466545686537135,7.562492492358323
204,74.13758187763239,5.0,2.7745766928610833,4.630444215316295
205,38.704270944635084,8.0,5.556767329396978,4.496176058204456
206,37.00988232669371,5.0,5.487002795911361,3.036904813546567
207,,2.0,6.01596385904924,7.776348339503214
208,39.275475068738345,2.0,3.910230562477679,6.62731016746477
209,50.11816977710314,6.0,2.3333797365052473,3.747138018652445
210,48.41745574599099,3.0,4.561037169882741,5.416766746024622
211,39.45399463779479,2.0,3.1771483064207784,6.473704554353179
212,60.49659840760499,1.0,2.1552703100036545,9.791880350743472
213,97.5173186397028,2.0,6.148017006606809,9.475721417008755
214,49.56879866468386,8.0,3.7436455792656815,0.5
215,29.844294678976613,2.0,3.451719629375403,6.206045254816836
216,73.07471961074256,1.0,3.919783560223425,9.670253334513156
217,43.90777194128443,5.0,8.540012444844166,7.349685749595703
218,50.727268974067975,5.0,1.2135491493610906,2.110360401587324
219,55.79425700915538,2.0,4.233486207207674,4.155783147212642
220,28.49357912907069,6.0,5.758034369406517,3.6675169462376727
221,89.12253977444783,6.0,5.068941570666668,5.332639258757508
222,50.03993520243941,2.0,7.535678921054228,8.340051246696492
223,65.4348609127217,0.0,9.719085111628258,10.0
224,41.52615242372242,4.0,2.710276332288605,2.3479782064504935
225,51.50061164976297,2.0,6.9941405994104535,9.536049865229634
226,43.68321380050638,2.0,5.110292166727244,7.489192258794222
227,41.830524556060354,1.0,4.213559943090069,7.479106072818921
228,,2.0,7.322177031445872,6.724673253898882
229,41.287521557893285,2.0,5.08219726471805,5.667753719324329
230,68.06906458266717,5.0,3.7394102552125026,5.97486687409744
231,66.8786167421592,3.0,5.419500765024672,4.899560177449133
232,41.641642788267866,2.0,3.218764124540321,4.54777612463487
233,44.18026292410179,6.0,4.641234333797018,5.928670103682335
234,37.595986866891586,2.0,5.915039397129379,8.112737289667598
235,18.775256303730696,2.0,1.3247300183721928,4.808213024126842
236,47.95168495047343,3.0,2.6808145786575137,6.429161972314777
237,72.89414336974872,2.0,5.361148865172365,8.857269631696191
238,30.773409158362377,4.0,5.586496366350399,5.508897443872196
239,64.98300168691753,1.0,2.374827597910718,6.218288982077274
240,27.794083565711965,6.0,2.5832225483763933,0.9119041356756813
241,77.39731620709814,2.0,4.130309978064541,10.0
242,89.46954433677492,3.0,7.2197263918250165,10.0
243,65.90202640055286,4.0,6.92328052508576,10.0
244,75.72557455356207,5.0,2.3116187095904293,5.703926516688949
245,68.20996424292291,0.0,4.950108605866876,9.861532892054583
246,,1.0,5.820268522855479,4.882564615542289
247,88.26208766596565,2.0,8.646135593828859,9.905783359428437
248,21.287249458476904,3.0,7.082375057621432,6.64516701468844
249,37.67914637671071,4.0,8.074840208984666,7.073376218491554
250,51.29032740511696,8.0,5.767475558719671,2.1583319895984383
251,,3.0,3.327552798972545,10.0
252,42.07492573686138,1.0,6.393385029671713,6.730470729196943
253,63.05817422826935,3.0,4.643807378878723,4.778615287150346
254,47.016155929493884,1.0,2.240786129036526,6.926428970461463
255,82.49814415887589,5.0,6.935303549830816,8.17217337636116
256,76.51099667552698,2.0,5.575856528101648,7.315783625543375
257,,2.0,5.874063062966544,5.414899277417529
258,50.70952030493886,3.0,5.918118775477826,9.491716918150125
259,43.9223123314467,5.0,8.187724836538479,7.488479801466189
260,20.49968860465364,1.0,3.808848890151177,7.480455724687732
261,20.339508362330047,2.0,1.0825725057372275,0.5
262,28.183049125653376,5.0,9.348862687253382,9.616886729379761
263,40.33538083026875,3.0,5.179936183089704,8.007132020754137
264,39.02615283264875,5.0,7.095053399433055,4.273803122433902
265,55.705262908076094,1.0,4.599718675448831,7.451404781335214
266,39.64189501333347,3.0,7.414183574890431,10.0
267,44.88977955106279,2.0,5.31918369650268,5.940676251495061
268,73.69934723730792,4.0,4.443097758420487,8.087550328697994
269,80.97186813953594,4.0,3.513234615483574,6.254297928415887
270,66.2736864226316,9.0,7.077827449020985,4.692832567260057
271,41.19731482536035,4.0,5.3890756124164,5.381906945107293
272,64.82249409914644,4.0,7.741312848512528,7.365262524476478
273,61.87496177827446,2.0,4.983806874530719,7.039817220217283
274,85.55906357104391,2.0,6.303726799840285,10.0
275,32.51245959288561,2.0,3.601627920387494,6.090879441914956
276,59.36083253698066,4.0,4.142364248851264,7.668588099636986
277,28.89054512882312,4.0,3.5962557067165375,6.556251664761042
278,30.53831606749977,4.0,2.8480318910881426,3.9249424164661133
279,54.111820576848615,4.0,9.394344859165873,10.0
280,29.697399096583755,2.0,7.470281680664285,6.803474235036557
281,22.712933093345583,2.0,6.700893313777833,6.536167643561726
282,50.68222160515283,1.0,6.933482299859851,7.633284595021459
283,42.753733327732206,4.0,8.29695653249299,9.679548422787422
284,,4.0,2.0262568010597253,2.811814558902006
285,61.85249290294493,1.0,7.005476993406531,10.0
286,37.37133630728656,3.0,5.083853612345935,4.431156761930718
287,35.699080406375636,4.0,6.155832373304021,7.680014968683258
288,79.86386687623657,3.0,2.320426637559719,6.144861120291363
289,,1.0,7.82277461557272,9.657065360092279
290,63.59560640900108,4.0,5.839115572596371,6.495524715651218
291,77.68389839879923,0.0,2.2793542988736952,7.313667626619203
292,63.46017100782111,6.0,7.599006716254529,10.0
293,48.698405982940876,3.0,7.153684263045214,9.851677944365155
294,85.86842706276448,4.0,6.356986520126603,9.928211143543637
295,90.63288699589958,2.0,6.553241808556638,10.0
296,93.05498187168165,1.0,1.0209236248012616,9.149619840252802
297,40.88353247299219,4.0,5.54432663036522,8.06350320199813
298,79.2052654913513,0.0,5.830442006421114,10.0
299,65.79232952242675,3.0,3.674944011753174,4.297579291710623
300,14.959697066428454,3.0,9.167622144116866,8.345418611246858
301,,0.0,3.4451541492787348,5.188828575318737
302,90.47946259138287,3.0,6.780124562046279,10.0
303,95.05011118357788,0.0,1.4218790971588813,10.0
304,24.16371038050506,3.0,2.334154269448003,3.301037422088954
305,32.84377364664384,3.0,2.1549838453535846,5.684336211528935
306,18.34772237005416,0.0,3.259629962301838,6.390171718388586
307,,2.0,5.8978312546813765,4.611901411135941
308,36.05282931399559,1.0,5.705823497691478,9.67358879179925
309,10.842404969034005,3.0,5.61130559562123,7.2774680444856354
310,81.41532930665689,1.0,2.896802440288713,6.982803608114563
311,36.26712758931937,4.0,7.465735741191748,7.148675877231724
312,44.70580613908218,3.0,3.5161661060810534,2.9463023695390467
313,15.149134109822167,3.0,7.429216340915637,3.7943240931595463
314,30.253448451095554,4.0,0.5277915481057098,1.0233982977298135
315,62.13446119882412,3.0,6.310172721715743,7.18660141579774
316,85.10005171403743,1.0,7.640664386300858,9.80688108161215
317,50.10377290058708,3.0,2.0943719282300925,5.156039492581641
318,69.51909545942398,0.0,4.847875944265248,8.35386785489453
319,,4.0,4.98792125866929,5.04194429360578
320,22.70784352622967,6.0,4.347716589920844,2.187854246861524
321,73.98101201474017,3.0,6.5851219754229735,9.163312843936009
322,74.7619259275531,2.0,9.454962489397278,10.0
323,63.814726444088876,3.0,4.978711503965242,5.938119021042517
324,30.43709187805928,3.0,3.1840100513544716,3.660567084660701
325,33.89945481655582,2.0,7.127953409748965,8.02855329265342
326,24.634217985455937,2.0,8.810888123614674,8.142574849608367
327,65.3240959094087,4.0,1.176343627730446,2.3063462240080765
328,88.15432921881529,3.0,5.259363408438226,8.192058787589747
329,88.65320052602573,2.0,5.237250770492495,10.0
330,49.06905954176764,2.0,5.4830553381994775,7.467374493731564
331,57.93731631012552,3.0,4.158607210931272,6.13329344396861
332,20.33010292818147,0.0,4.14325290923574,9.389782469341869
333,93.67657671184638,6.0,6.317100607497249,8.318422088579409
334,86.58664930964729,1.0,5.389707364994367,8.654277440693747
335,61.33088653264815,,5.5299700667452925,6.461035630448636
336,37.25266734314902,9.0,3.437230263495814,3.3277495120582503
337,68.9772468487199,1.0,3.820910752807067,6.059502802427195
338,72.63500748660816,2.0,5.746988290989307,8.67386031414925
339,57.142963601260576,4.0,0.6229319296045581,1.9852284826747724
340,74.06753061454117,2.0,5.907421542208596,7.5146127236780345
341,68.75687175811963,6.0,5.877646193064495,6.132956929538112
342,74.75968265000206,3.0,3.376121944599182,9.599626208067658
343,67.70575794057304,3.0,4.828319835181843,9.287588489687094
344,20.96010297158668,1.0,1.4748659090828367,4.692962727886451
345,62.13980183523251,4.0,7.111050035255727,9.424788953308635
346,63.74047516312221,5.0,7.002384002278048,8.079417059096324
347,41.957469268124534,5.0,7.645038078631861,7.2582967603745905
348,67.5933848507202,5.0,6.220398443622943,8.443898592578057
349,73.17196741027914,5.0,5.11247797511574,10.0
350,41.14975370219133,1.0,6.149273452497788,5.762457903535157
351,73.13121420960384,3.0,4.611157556104276,6.8592963950098875
352,73.39001655313497,4.0,5.275008972873644,8.626518000821996
353,62.394287343595366,2.0,7.003356355832095,7.512861665863502
354,22.708277909760053,1.0,3.9688042372985595,6.7255430495581106
355,52.22511419032762,4.0,2.138259911445832,4.796613671417651
356,44.468142898978314,1.0,7.279897821386943,9.739146405886357
357,86.37097448431608,2.0,3.004331325788352,10.0
358,25.623937290021242,2.0,3.959194577965706,6.182504753401892
359,48.228597612874445,7.0,5.557250911062427,6.696780640508448
360,61.16408966331689,2.0,7.971776154728252,10.0
361,56.87836215109062,5.0,2.9854604978453843,4.757545854486463
362,46.915283025006474,6.0,7.027535758155641,7.639510108742422
363,44.38014568184766,,6.217205217309203,7.199566143376647
364,76.46047892320657,5.0,3.5447545264589158,4.65595818662063
365,56.24750904277076,3.0,4.789510290767673,6.793527746449967
366,18.24638020546411,2.0,5.877414113233996,9.543949905589471
367,38.77318794434752,1.0,5.167929000005303,9.689163648453231
368,34.47753030483183,4.0,4.520002215392178,4.364625958886353
369,45.07954895463197,3.0,5.480889546941898,4.972724688314893
370,34.171754971028896,3.0,8.387219218111468,8.777834770518304
371,,4.0,4.5350506463652005,6.882545396622505
372,54.68006984865879,4.0,0.6858043528458413,2.9912893189354484
373,35.8062867741759,2.0,5.944647206252726,8.941444042719965
374,59.822985086445314,2.0,6.445242588453138,8.450561213014224
375,24.43828328536198,2.0,5.01964111189252,7.872628939350166
376,41.22191581198344,2.0,4.963770734218512,10.0
377,38.46229504619789,2.0,0.621543327504805,5.231352817511176
378,68.88453845869425,3.0,4.587460968012884,8.65768366525294
379,70.86145550860084,2.0,4.105738203346571,7.705475788774825
380,83.98633766996396,3.0,3.6819516670148293,8.765361371624644
381,45.706469959026165,2.0,6.040896532832587,6.9938109535971975
382,61.074459952500185,2.0,2.9120915256899083,8.749864590021438
383,63.615812222671764,3.0,5.24279423099858,10.0
384,38.8075575113086,1.0,2.1730989854233598,4.6203716285781296
385,5.058398630210151,1.0,4.733742088437579,5.724665865812688
386,77.70241259094999,1.0,2.8165898970045395,6.67879132099649
387,76.6739699078681,2.0,2.157854269960745,6.677015342759978
388,53.98713969325408,9.0,5.316083845836151,0.5
389,30.099396476822516,3.0,5.797219707032049,6.984805168104071
390,72.35573776528284,2.0,3.1534955282524955,6.6716274597959355
391,55.592570346031444,4.0,2.9533314778234265,3.4321016145833854
392,,4.0,7.34986047947499,8.209249111833726
393,71.06189798637233,3.0,4.153770577711695,7.346204944107627
394,65.74849902876169,1.0,5.877503471386162,7.136933246888891
395,57.413996475126474,3.0,5.576175713495253,8.559163560258119
396,74.13918999335762,2.0,6.804059537639119,10.0
397,17.740617367429675,2.0,5.670303106119632,5.873982927731241
398,21.892273766355025,5.0,5.921049596670731,5.50918637900354
399,61.35742238550142,3.0,5.430336766060432,7.4823870168675874
400,48.13106997873966,3.0,7.856644181592034,8.019806012333863
401,47.665097541318666,5.0,2.237616194905334,5.133808672061357
402,59.86899767388704,2.0,2.8669266941190905,5.267322473612524
403,66.17784959664571,,6.15634704288654,5.668092127581774
404,45.67902255158638,1.0,5.808132502258472,6.370851987581707
405,37.07974631499065,4.0,4.714341328795978,6.1695676015618695
406,39.32796422551794,5.0,1.2689944857073385,4.803946242453689
407,26.51507012655385,4.0,3.8303065909105767,3.0761781854944585
408,52.89906647585049,3.0,2.342400857776493,5.8400823250485026
409,28.149523462662724,3.0,1.6091727506445874,3.1596877740120197
410,64.79076054268494,1.0,1.711325895270944,7.3690569175916485
411,68.92196431636474,3.0,4.392030944333278,8.60687044141587
412,47.87371816369526,0.0,3.890940639357578,6.6253303030265505
413,34.22613390273719,0.0,3.938034206297959,7.153444166254828
414,69.9590939431691,2.0,6.860566433960461,8.655811184780827
415,18.363058823398948,2.0,4.020458363369933,5.992623987886324
416,52.554616185091575,4.0,2.033275930103576,5.550711187796448
417,58.15526148230879,3.0,6.581854014170572,6.613339454197315
418,73.99828963389258,3.0,4.600166236040691,7.51108253133024
419,28.600969871769532,5.0,7.93472033907063,5.814307691231434
420,59.193601656916925,5.0,2.3621701088184444,4.233014560739058
421,56.454860105594115,4.0,3.0436603253143675,3.6762615210133047
422,,4.0,3.3448934644208945,6.08465389008531
423,55.223191966327434,3.0,4.975492186137263,7.435486342155657
424,15.641307515905927,3.0,6.327818290037111,6.9030294703101065
425,13.299094778964681,4.0,5.084149568445043,3.7821388444741144
426,24.17229476027039,4.0,3.979034134008759,4.758808590078456
427,35.03680932814249,6.0,7.669221316617174,5.2688012794344
428,35.67073695236508,3.0,8.142841190710271,5.789906806851974
429,87.02994281317203,4.0,2.8321189314640276,5.598414239412118
430,51.03548445849677,1.0,5.8761428304633165,8.79215542683891
431,34.818819500222745,4.0,5.5804639751928065,6.905742348347217
432,90.97936088633833,7.0,6.657412528101076,6.5371753025877934
433,42.22824920786611,4.0,6.002152028228816,7.8567731095811375
434,56.70786173994018,3.0,7.236005644568225,7.460113406924256
435,54.743955700157464,5.0,3.9099322838826787,7.314041116490456
436,69.25174410670714,2.0,2.6357082186683116,5.427062706377421
437,53.615950699281825,2.0,3.50860570918356,4.089199881098648
438,47.082508037860194,4.0,2.1442781220180946,3.089217733785737
439,,1.0,4.308600781036932,10.0
440,32.30677224484524,2.0,5.530907904345716,4.56061260825213
441,67.58789751495124,4.0,1.5095748704036311,3.0389235902368066
442,91.30711230773791,1.0,3.691773385225936,7.774868365094763
443,84.91024601132533,4.0,6.94133945094228,8.70786070516532
444,62.33869098432944,3.0,6.395292756884095,8.527374263778784
445,84.68663850930905,5.0,5.4587240365008105,7.600201931867266
446,84.31945050183747,4.0,4.569674930291684,6.375892267358551
447,65.23384528433301,3.0,4.656214465314338,10.0
448,41.43093828919866,1.0,4.239062082080919,6.165222332563534
449,48.47762043740039,5.0,1.423661962336341,2.036035886166515
450,47.488935278480824,6.0,2.6941213406643016,2.4449320778926187
451,29.02899215744426,4.0,5.972961390250543,4.1966021017341895
452,41.03507425017474,2.0,5.628833747167604,7.216341079262057
453,78.81402085349245,2.0,3.4456674581066804,7.775518231946619
454,66.03609026834329,3.0,2.5894339005901585,4.374488473958291
455,82.26232690676261,2.0,4.654434021783303,8.008835321627696
456,10.959454511493023,7.0,1.549142086683723,0.5
457,52.91637597738409,4.0,4.23341635120643,8.693839801084533
458,63.077501433414874,2.0,1.5161607321450188,7.290415014203795
459,56.191608899169864,4.0,3.5205096189728016,4.534297761535046
460,29.05084393756816,2.0,3.5244747594532284,3.7561375900934446
461,84.13301979682382,1.0,5.552716877608171,10.0
462,75.41216613538036,2.0,3.8227365824017423,7.707011567611062
463,,4.0,2.755879714643396,6.861129490713043
464,46.14518833965559,1.0,5.496468986508801,7.106241618626687
465,29.7959034913165,4.0,6.286563691675688,5.844449987040999
466,52.21366206877517,7.0,5.774048761674717,5.227883487083534
467,91.97629914186034,2.0,2.7414227528847714,6.271789341252493
468,40.32410767021829,1.0,3.0840785284519114,6.416876797106184
469,,2.0,3.698896629657037,3.3347527642779404
470,44.85257783220207,1.0,6.5422224395459665,10.0
471,25.70227881710997,3.0,6.298991524075799,5.499051964048343
472,51.885968427422824,2.0,5.69505237724234,7.338015627748813
473,35.52957465421353,4.0,8.249823929062266,8.746786161881435
